name,clalit,clalit_treatments,harel,harel_treatments
רייך אהוד,True,"עפעפיים - פטוסיס וצניחה - 2 עיניים
עפעף - פטוסיס ותיקון צניחה
ציסטה דרמואידית/רסקציה של עפעף
לייזר - לקטרקט משני - יאג קפסולוט
עפעף - הוצאת גידול ממאיר ומתלה
פטריגיום
אקטרופיון/אנטרופיון - 2 עפעפ'
דרכי הדמעות - ניתוח לתיקון
כלזיון,נבוס/גרנולומה לחמית/עפע
עפעפיים - פטוסיס וצניחה - 2 עיניים
עפעף - פטוסיס ותיקון צניחה
ציסטה דרמואידית/רסקציה של עפעף
לייזר - לקטרקט משני - יאג קפסולוט
עפעף - הוצאת גידול ממאיר ומתלה
עפעף - הוצאת גידול ממאיר ומתלה
",,
שלמה בלום,,,True,"אורתופדיה
"
לימור גורצק,,,True,"גניקולוגיה
"
לפידוס לב,True,"קיבוע - הסרה
רגל/יד - קיבוע ע""י פלטות
אצבע הדק - 2 או 3 אצבעות
גידים - הארכה
כף יד - שחרור תעלה קרפלית CTS
כף רגל - האלוס ואלגוס - רגל אחת
כף יד - שחרור גידים בשורש
כף יד/רגל - הוצאת גנגיליון
אצבע הדק
אצבע כף הרגל - ניתוח/כריתה
עצם השוק - חיתוך עליון
אצבע הדק - 2 או 3 אצבעות
עצם השוק - חיתוך עליון
אצבע הדק - 2 או 3 אצבעות
כף יד - שחרור תעלה + אצבע הדק
כף רגל - ניתוח לתיקון שבר
רגל - תיקון קרע גיד
הוצאת ברגים/מסמרים
גידים - הארכה
",,
יוחאי דוד,True,"שחלה/ות - לפרוסקופיה ניתוחית
נרתיק - פלסטיקה אחורית
רחם היסטרוסקופיה אבחנתית + גרידה
גרידת נסיון / הפלה נדחית
צוואר הרחם - קשירה
וסטיבולקטומי - תיקון
לפרוסקופי ניתוחי + היסט' אבחנתית
רחם - כריתה נרתיקית בחתך
רחם - כ. נרתיקית בחתך + פלסטיקה
לפרוסקופיה צריבה לאנדומטריוזיס
שלפוחית - T.V.T + פלסטיקה - בחתך
רחם - כריתת גוש בחתך (מיומה)
נרתיק - כריתת שרירן בחתך
רחם - כ. נרתיקית + פלסטיקה + TVT
נרתיק - פלסטיקה קדמית
בלוטת ברטוליני - ניקוז
שחלה - כריתה חד/דו צדדית - בחתך
רחם היסטרו שרירן/ספטום/אבלציה
שחלה/ות - לפרוסקופיה ניתוחית
נרתיק - פלסטיקה אחורית
נרתיק - כריתת שרירן בחתך
רחם - כ. נרתיקית + פלסטיקה + TVT
נרתיק - פלסטיקה קדמית
בלוטת ברטוליני - ניקוז
שחלה - כריתה חד/דו צדדית - בחתך
שחלה - כריתת ציסטה בחתך
רחם היסטרו שרירן/ספטום/אבלציה
שחלה/ות - לפרוסקופיה ניתוחית
נרתיק - פלסטיקה אחורית
רחם היסטרוסקופיה אבחנתית + גרידה
רחם היסטרוסקופיה אבחנתית + גרידה
גרידת נסיון / הפלה נדחית
צוואר הרחם - קשירה
וסטיבולקטומי - תיקון
לפרוסקופי ניתוחי + היסט' אבחנתית
רחם - כריתה נרתיקית בחתך
רחם - כ. נרתיקית בחתך + פלסטיקה
לפרוסקופיה צריבה לאנדומטריוזיס
רצפת אגן קדמי/אחורי - תיקון
רצפת אגן - תיקון מלא
רצפת אגן קדמי/אחורי - תיקון
רצפת אגן - תיקון מלא
רחם היסטרוסקופיה גרידה + פוליפ
רחם - כריתה בטנית
רחם( - + שחלות) - כריתה בלפרוסקופ
רחם + שחלות - כריתה בחתך
לפרוסקופיה ניתוחית
נרתיק - פלסטיקה קדמית ואחורית
לפרוסקופיה אבחנתית
שלפוחית - אי נקיטה בשיטת T.V.T
רחם היסטרו שרירן/ספטום/אבלציה
שחלה/ות - לפרוסקופיה ניתוחית
נרתיק - פלסטיקה אחורית
רחם היסטרוסקופיה אבחנתית + גרידה
גרידת נסיון / הפלה נדחית
צוואר הרחם - קשירה
רחם - כריתה נרתיקית בחתך
רחם - כ. נרתיקית בחתך + פלסטיקה
רצפת אגן קדמי/אחורי - תיקון
תיקון רצפת אגן קדמי/אחורי + TVT
רחם - כריתת גוש בחתך (מיומה)
נרתיק - כריתת שרירן בחתך
רחם - כ. נרתיקית + פלסטיקה + TVT
נרתיק - פלסטיקה קדמית
בלוטת ברטוליני - ניקוז
שחלה - כריתה חד/דו צדדית - בחתך
רחם היסטרו שרירן/ספטום/אבלציה
שחלה/ות - לפרוסקופיה ניתוחית
נרתיק - פלסטיקה אחורית
רחם היסטרוסקופיה אבחנתית + גרידה
",True,"גניקולוגיה
"
וילקין אלכסנדר,True,"קולונוסקופיה
גאסטרוסקופיה
",,
גרינשפון אנטולי,True,"לפרוסקופיה ניתוחית
נרתיק - פלסטיקה קדמית ואחורית
לפרוסקופיה אבחנתית
רחם + שחלות + תיקון אי נקיטה - בחתך
לפרוסקופי ניתוחי + היסט' ניתוחית
רחם - כריתה בלפרסקופ(שיטת SUB)
רחם - כריתת גוש בחתך (מיומה)
נרתיק - כריתת שרירן בחתך
רחם - כ. נרתיקית + פלסטיקה + TVT
נרתיק - פלסטיקה קדמית
נרתיק - פלסטיקה קדמית
שלפוחית - תיקון אי - נקיטה
בלוטת ברטוליני - ניקוז
שחלה - כריתה חד/דו צדדית - בחתך
שחלה - כריתת ציסטה בחתך
שחלה/ות - לפרוסקופיה ניתוחית
נרתיק - פלסטיקה אחורית
רחם היסטרוסקופיה אבחנתית + גרידה
גרידת נסיון / הפלה נדחית
צוואר הרחם - קשירה
רחם( - + שחלות) - כריתה בלפרוסקופ
רחם + שחלות - כריתה בחתך
לפרוסקופיה ניתוחית
נרתיק - פלסטיקה קדמית ואחורית
לפרוסקופיה אבחנתית
רחם + שחלות + תיקון אי נקיטה - בחתך
לפרוסקופי ניתוחי + היסט' ניתוחית
רחם - כריתה בלפרסקופ(שיטת SUB)
רחם - כריתת גוש בחתך (מיומה)
רחם - כ. נרתיקית + פלסטיקה + TVT
נרתיק - פלסטיקה קדמית
שלפוחית - תיקון אי - נקיטה
בלוטת ברטוליני - ניקוז
שחלה - כריתה חד/דו צדדית - בחתך
שחלה - כריתת ציסטה בחתך
שחלה/ות - לפרוסקופיה ניתוחית
נרתיק - פלסטיקה אחורית
רחם היסטרוסקופיה אבחנתית + גרידה
גרידת נסיון / הפלה נדחית
שלפוחית - תיקון אי - נקיטה
בלוטת ברטוליני - ניקוז
שחלה - כריתה חד/דו צדדית - בחתך
שחלה - כריתת ציסטה בחתך
שחלה/ות - לפרוסקופיה ניתוחית
נרתיק - פלסטיקה אחורית
רחם היסטרוסקופיה אבחנתית + גרידה
גרידת נסיון / הפלה נדחית
צוואר הרחם - קשירה
וסטיבולקטומי - תיקון
גרידת נסיון / הפלה נדחית
צוואר הרחם - קשירה
וסטיבולקטומי - תיקון
לפרוסקופי ניתוחי + היסט' אבחנתית
רחם - כריתה נרתיקית בחתך
רחם - כ. נרתיקית בחתך + פלסטיקה
רחם היסטרוסקופיה גרידה + פוליפ
רחם + שחלות - כריתה בחתך
לפרוסקופיה ניתוחית
נרתיק - פלסטיקה קדמית ואחורית
לפרוסקופיה אבחנתית
רחם + שחלות + תיקון אי נקיטה - בחתך
לפרוסקופי ניתוחי + היסט' ניתוחית
רחם - כריתה בלפרסקופ(שיטת SUB)
רחם - כריתת גוש בחתך (מיומה)
נרתיק - כריתת שרירן בחתך
רחם - כ. נרתיקית + פלסטיקה + TVT
רחם( - + שחלות) - כריתה בלפרוסקופ
רחם + שחלות - כריתה בחתך
לפרוסקופיה ניתוחית
נרתיק - פלסטיקה קדמית ואחורית
לפרוסקופיה אבחנתית
רחם + שחלות + תיקון אי נקיטה - בחתך
לפרוסקופי ניתוחי + היסט' ניתוחית
רחם - כריתה בלפרסקופ(שיטת SUB)
רחם - כריתת גוש בחתך (מיומה)
",,
סטרולוביץ יוסף,True,"אצבע כף הרגל - ניתוח/כריתה
קיבוע - הסרה
רגל/יד - קיבוע ע""י פלטות
מרפק/מפרק - שחרור לחץ על עצבים
מרפק טניס
מפרק ברך/ירך - השתלה מלאה
מרפק/מפרק - שחרור לחץ על עצבים
מרפק טניס
",,
ינקולוביץ נעם,True,"פטריגיום עם השתלת לחמית
פטריגיום עם השתלת לחמית
ירוד/קטרקט עם השתלת עדשה רגילה
פטריגיום
פטריגיום עם השתלת לחמית
ירוד/קטרקט עם השתלת עדשה רגילה
פטריגיום
כלזיון,נבוס/גרנולומה לחמית/עפע
פטריגיום עם השתלת לחמית
ירוד/קטרקט עם השתלת עדשה רגילה
ירוד/ קטרקט עם עדשה מתקדמת
קטרקט בלייזר עם עדשה רגילה
קטרקט בלייזר עם עדשה מתקדמת
",,
הדידה פנר (זליש) מרים,True,"ירוד/קטרקט עם השתלת עדשה רגילה
ירוד/קטרקט עם השתלת עדשה רגילה
ירוד/קטרקט עם השתלת עדשה רגילה
ירוד/קטרקט עם השתלת עדשה רגילה
ירוד/קטרקט עם השתלת עדשה רגילה
ירוד/קטרקט עם השתלת עדשה רגילה
ירוד/קטרקט עם השתלת עדשה רגילה
ירוד/קטרקט עם השתלת עדשה רגילה
ירוד/קטרקט עם השתלת עדשה רגילה
",,
יאיר פרנקל,,,True,"גניקולוגיה
"
שפרינגר חיים,True,"ריאה - ביופסיה דרך ברונכוסקופיה
",,
דוד לנדאו,,,True,"עיניים
"
עד אל דין,True,"שד - שחזור רקמות(TRUM)הרמת דופן
שד - החלפת שתל
שד אחד - שחזור אונקופלסטי
שדיים - הקטנה
שדיים לגבר - כריתה(גניקומסטיה)
שחזור שד לטיסימוס
שד - החלפת שתל
שד - שחזור (שתל סיליקון)
שדיים - שחזור דו צדדי
שד 1 - התאמת גודל עקב מצב רפואי
",True,"כירורגיה פלסטית
"
עופר נתיב,,,True,"אורולוגיה
"
ניסים חננאל,,,True,"כירורגיה   כללית
"
יוסף בלום,,,True,"אף אוזן גרון
"
חננאל נסים,True,"בקע - הרניה מפשעתי בחתך - דו צדדי
פילונידל - סינוס/פיסטולקטומי
כיס מרה בלאפ' + בקע טבורי בחתך
כיס מרה - כריתה בלפרוסקופ
טחורים/פילונידל סינוס + פרי אנאל
מעי גס סיגמואיד/חלקי בלפרוסקופ
מעי גס כריתה מלאה בלפרוסקופ
טחורים באמצעות סטפלר
טחורים - ניתוח
פי הטבעת/פרי אנלי (פיסורה)
מעי גס כריתה מלאה בלפרוסקופ
טחורים באמצעות סטפלר
טחורים - ניתוח
פי הטבעת/פרי אנלי (פיסורה)
בקע טבורי - ניתוח בחתך
הזעת יתר - ניתוח
בקע חוזר בדופן הבטן/צלקת ניתוח
",,
שאער בועז,True,"ירוד/קטרקט עם השתלת עדשה רגילה
ירוד/ קטרקט עם עדשה מתקדמת
קטרקט בלייזר עם עדשה רגילה
קטרקט בלייזר עם עדשה מתקדמת
לייזר - לגלאוקומה LTP,ארידטומי
",True,"עיניים
"
רותם דוד אליהו,True,"מפרק ברך/ירך - השתלה מלאה
",,
מזאוי סלים,True,"אף - תיקון מחיצה + קונכיות
שקד שלישי - כריתה
כפתורים
קונכיות האף - ניתוח
שקד שלישי + כפתורים - כריתה
אף - תיקון מחיצה + קונכיות
",True,"אף אוזן גרון
"
עזרא מורד,,,True,"גניקולוגיה
"
בור נועם,True,"רגל - תיקון קרע גיד
הוצאת ברגים/מסמרים
כף יד/רגל - סינבוקטומיה + שחזור
גידים - הארכה
כף יד/רגל - שחזור/קבוע בורג/שתיל
כף יד - שחרור תעלה קרפלית CTS
כף רגל - האלוס ואלגוס - רגל אחת
כף יד/רגל - הוצאת גנגיליון
אצבע הדק
כף רגל - האלוס ואלגוס - שתי רגלים
עצם השוק - חיתוך עליון
עצם השוק - חיתוך עליון
יד - שחזור וניקוי פרק
כף יד - שחזור שבר בשורש - פתוח
מרפק/מפרק - שחרור לחץ על עצבים
מרפק - שחרור עצבים - ארטרוליזה
כריתת עצב /גידול מהעצב
עצם השוק - חיתוך עליון
יד - שחזור וניקוי פרק
כף יד - שחזור שבר בשורש - פתוח
מרפק/מפרק - שחרור לחץ על עצבים
מרפק - שחרור עצבים - ארטרוליזה
כף יד/רגל - הוצאת גנגיליון
אצבע הדק
כף רגל - האלוס ואלגוס - שתי רגלים
אצבע כף הרגל - ניתוח/כריתה
כף יד - שחזור שבר בשורש - סגור
קיבוע - הסרה
רגל/יד - קיבוע ע""י פלטות
כף יד/רגל/ברך - הסרת גידול שפיר
",,
